,educ,fdm01a,di01a,pa02a
1467,OHNE ABSCHLUSS,FRUEHERE DT.OSTGEB.,2000,STARK
1468,HOCHSCHULREIFE,DEUTSCHLAND,2000,MITTEL
1469,HOCHSCHULREIFE,DEUTSCHLAND,2000,MITTEL
1470,"VOLKS-,HAUPTSCHULE",DEUTSCHLAND,1340,STARK
1471,"VOLKS-,HAUPTSCHULE",DEUTSCHLAND,997,MITTEL
1472,"VOLKS-,HAUPTSCHULE",SYRIEN,1400,MITTEL
1473,HOCHSCHULREIFE,DEUTSCHLAND,2000,MITTEL
1474,MITTLERE REIFE,DEUTSCHLAND,200,WENIG
1475,"VOLKS-,HAUPTSCHULE",DEUTSCHLAND,VERWEIGERT,WENIG
1476,OHNE ABSCHLUSS,DEUTSCHLAND,1000,WENIG
1477,"VOLKS-,HAUPTSCHULE",DEUTSCHLAND,2000,MITTEL
1478,"VOLKS-,HAUPTSCHULE",DEUTSCHLAND,VERWEIGERT,STARK
1479,HOCHSCHULREIFE,SYRIEN,360,STARK
1480,OHNE ABSCHLUSS,DEUTSCHLAND,KEIN EINKOMMEN,WENIG
1481,MITTLERE REIFE,DEUTSCHLAND,VERWEIGERT,WENIG
1482,HOCHSCHULREIFE,GRIECHENLAND,3100,MITTEL
1483,"VOLKS-,HAUPTSCHULE",DEUTSCHLAND,2600,MITTEL
1484,MITTLERE REIFE,TUERKEI,1500,SEHR STARK
1485,"VOLKS-,HAUPTSCHULE",KONGO,900,WENIG
1486,"VOLKS-,HAUPTSCHULE",DEUTSCHLAND,900,MITTEL
1487,"VOLKS-,HAUPTSCHULE",DEUTSCHLAND,2000,STARK
1488,MITTLERE REIFE,DEUTSCHLAND,430,STARK
1489,"VOLKS-,HAUPTSCHULE",ERITREA,KEIN EINKOMMEN,UEBERHAUPT NICHT
1490,"VOLKS-,HAUPTSCHULE",DEUTSCHLAND,1500,MITTEL
1491,MITTLERE REIFE,DEUTSCHLAND,1400,MITTEL
1492,HOCHSCHULREIFE,FRUEHERE DT.OSTGEB.,VERWEIGERT,STARK
1493,"VOLKS-,HAUPTSCHULE",DEUTSCHLAND,2000,STARK
1494,MITTLERE REIFE,DEUTSCHLAND,850,STARK
1495,HOCHSCHULREIFE,DEUTSCHLAND,1600,MITTEL
1496,MITTLERE REIFE,DEUTSCHLAND,1900,MITTEL
1497,MITTLERE REIFE,DEUTSCHLAND,1100,UEBERHAUPT NICHT
1498,"VOLKS-,HAUPTSCHULE",DEUTSCHLAND,1800,WENIG
1499,MITTLERE REIFE,DEUTSCHLAND,KEIN EINKOMMEN,MITTEL
1500,"VOLKS-,HAUPTSCHULE",DEUTSCHLAND,KEIN EINKOMMEN,WENIG
1501,MITTLERE REIFE,VIETNAM,500,MITTEL
1502,HOCHSCHULREIFE,DEUTSCHLAND,4000,STARK
1503,MITTLERE REIFE,FRUEHERE DT.OSTGEB.,136,SEHR STARK
1504,MITTLERE REIFE,DEUTSCHLAND,VERWEIGERT,WENIG
1505,HOCHSCHULREIFE,DEUTSCHLAND,1600,MITTEL
1506,MITTLERE REIFE,DEUTSCHLAND,1200,WENIG
1507,FACHHOCHSCHULREIFE,TUERKEI,1000,MITTEL
1508,HOCHSCHULREIFE,DEUTSCHLAND,3000,SEHR STARK
1509,"VOLKS-,HAUPTSCHULE",DEUTSCHLAND,VERWEIGERT,STARK
1510,MITTLERE REIFE,DEUTSCHLAND,VERWEIGERT,MITTEL
1511,MITTLERE REIFE,DEUTSCHLAND,955,STARK
1512,HOCHSCHULREIFE,DEUTSCHLAND,1600,WENIG
1513,MITTLERE REIFE,DEUTSCHLAND,1300,MITTEL
1514,MITTLERE REIFE,DEUTSCHLAND,2500,MITTEL
1515,MITTLERE REIFE,FRUEHERE DT.OSTGEB.,VERWEIGERT,STARK
1516,HOCHSCHULREIFE,DEUTSCHLAND,600,STARK
1517,HOCHSCHULREIFE,DEUTSCHLAND,1800,STARK
1518,MITTLERE REIFE,DEUTSCHLAND,950,WENIG
1519,MITTLERE REIFE,DEUTSCHLAND,500,STARK
1520,HOCHSCHULREIFE,DEUTSCHLAND,VERWEIGERT,SEHR STARK
1521,"VOLKS-,HAUPTSCHULE",TSCHECHOSLOWAKEI,900,STARK
1522,MITTLERE REIFE,WEISS NICHT,249,UEBERHAUPT NICHT
1523,MITTLERE REIFE,DEUTSCHLAND,VERWEIGERT,MITTEL
1524,HOCHSCHULREIFE,DEUTSCHLAND,KEIN EINKOMMEN,MITTEL
1525,HOCHSCHULREIFE,DEUTSCHLAND,600,STARK
1526,HOCHSCHULREIFE,FRUEHERE DT.OSTGEB.,2400,MITTEL
1527,MITTLERE REIFE,DEUTSCHLAND,2000,MITTEL
1528,"VOLKS-,HAUPTSCHULE",DEUTSCHLAND,2100,SEHR STARK
1529,HOCHSCHULREIFE,DEUTSCHLAND,600,STARK
1530,MITTLERE REIFE,FRUEHERE DT.OSTGEB.,3500,MITTEL
1531,MITTLERE REIFE,DEUTSCHLAND,1400,STARK
1532,"VOLKS-,HAUPTSCHULE",DEUTSCHLAND,950,MITTEL
1533,"VOLKS-,HAUPTSCHULE",FRUEHERE DT.OSTGEB.,3000,MITTEL
1534,MITTLERE REIFE,DEUTSCHLAND,950,SEHR STARK
1535,HOCHSCHULREIFE,DEUTSCHLAND,KEIN EINKOMMEN,STARK
1536,MITTLERE REIFE,DEUTSCHLAND,VERWEIGERT,MITTEL
1537,MITTLERE REIFE,FRUEHERE DT.OSTGEB.,3000,STARK
1538,FACHHOCHSCHULREIFE,DEUTSCHLAND,1400,MITTEL
1539,HOCHSCHULREIFE,DEUTSCHLAND,300,STARK
1540,HOCHSCHULREIFE,FRUEHERE DT.OSTGEB.,2850,WENIG
1541,"VOLKS-,HAUPTSCHULE",RUMAENIEN,2300,STARK
1542,"VOLKS-,HAUPTSCHULE",DEUTSCHLAND,VERWEIGERT,MITTEL
1543,HOCHSCHULREIFE,KEINE ANGABE,2500,WENIG
1544,HOCHSCHULREIFE,DEUTSCHLAND,2000,WENIG
1545,"VOLKS-,HAUPTSCHULE",DEUTSCHLAND,1100,MITTEL
1546,MITTLERE REIFE,DEUTSCHLAND,850,MITTEL
1547,HOCHSCHULREIFE,DEUTSCHLAND,3750,STARK
1548,"VOLKS-,HAUPTSCHULE",DEUTSCHLAND,VERWEIGERT,WENIG
1549,HOCHSCHULREIFE,DEUTSCHLAND,1000,STARK
1550,MITTLERE REIFE,DEUTSCHLAND,VERWEIGERT,MITTEL
1551,HOCHSCHULREIFE,FRUEHERE DT.OSTGEB.,2000,SEHR STARK
1552,MITTLERE REIFE,DEUTSCHLAND,5000,MITTEL
1553,HOCHSCHULREIFE,DEUTSCHLAND,KEIN EINKOMMEN,STARK
1554,"VOLKS-,HAUPTSCHULE",DEUTSCHLAND,2000,UEBERHAUPT NICHT
1555,MITTLERE REIFE,DEUTSCHLAND,920,SEHR STARK
1556,MITTLERE REIFE,DEUTSCHLAND,1000,MITTEL
1557,MITTLERE REIFE,DEUTSCHLAND,1400,SEHR STARK
1558,HOCHSCHULREIFE,DEUTSCHLAND,8000,STARK
1559,"VOLKS-,HAUPTSCHULE",DEUTSCHLAND,1600,MITTEL
1560,"VOLKS-,HAUPTSCHULE",DEUTSCHLAND,2000,MITTEL
1561,MITTLERE REIFE,FRUEHERE DT.OSTGEB.,4200,SEHR STARK
1562,FACHHOCHSCHULREIFE,DEUTSCHLAND,1600,MITTEL
1563,FACHHOCHSCHULREIFE,DEUTSCHLAND,700,MITTEL
1564,"VOLKS-,HAUPTSCHULE",FRUEHERE DT.OSTGEB.,3500,MITTEL
1565,HOCHSCHULREIFE,FRUEHERE DT.OSTGEB.,3600,STARK
1566,HOCHSCHULREIFE,DEUTSCHLAND,VERWEIGERT,MITTEL
1567,"VOLKS-,HAUPTSCHULE",DEUTSCHLAND,650,MITTEL
1568,MITTLERE REIFE,DEUTSCHLAND,500,MITTEL
1569,MITTLERE REIFE,DEUTSCHLAND,1500,MITTEL
1570,MITTLERE REIFE,DEUTSCHLAND,2000,STARK
1571,MITTLERE REIFE,DEUTSCHLAND,1200,WENIG
1572,FACHHOCHSCHULREIFE,FRUEHERE DT.OSTGEB.,2000,MITTEL
1573,"VOLKS-,HAUPTSCHULE",DEUTSCHLAND,3100,SEHR STARK
1574,"VOLKS-,HAUPTSCHULE",FRUEHERE DT.OSTGEB.,KEIN EINKOMMEN,MITTEL
1575,MITTLERE REIFE,DEUTSCHLAND,1100,MITTEL
1576,FACHHOCHSCHULREIFE,DEUTSCHLAND,625,UEBERHAUPT NICHT
1577,MITTLERE REIFE,FRUEHERE DT.OSTGEB.,1711,SEHR STARK
1578,"VOLKS-,HAUPTSCHULE",POLEN,1900,WENIG
1579,FACHHOCHSCHULREIFE,DEUTSCHLAND,2000,WENIG
1580,"VOLKS-,HAUPTSCHULE",DEUTSCHLAND,VERWEIGERT,STARK
1581,HOCHSCHULREIFE,DEUTSCHLAND,2000,SEHR STARK
1582,FACHHOCHSCHULREIFE,DEUTSCHLAND,1800,STARK
1583,MITTLERE REIFE,FRUEHERE DT.OSTGEB.,1000,MITTEL
1584,HOCHSCHULREIFE,DEUTSCHLAND,3100,STARK
1585,"VOLKS-,HAUPTSCHULE",FRUEHERE DT.OSTGEB.,1500,MITTEL
1586,HOCHSCHULREIFE,DEUTSCHLAND,2700,WENIG
1587,HOCHSCHULREIFE,DEUTSCHLAND,2000,STARK
1588,"VOLKS-,HAUPTSCHULE",DEUTSCHLAND,528,MITTEL
1589,MITTLERE REIFE,DEUTSCHLAND,VERWEIGERT,MITTEL
1590,MITTLERE REIFE,DEUTSCHLAND,KEIN EINKOMMEN,MITTEL
1591,HOCHSCHULREIFE,RUMAENIEN,1800,MITTEL
1592,"VOLKS-,HAUPTSCHULE",DEUTSCHLAND,280,WENIG
1593,ANDERER ABSCHLUSS,DEUTSCHLAND,750,UEBERHAUPT NICHT
1594,"VOLKS-,HAUPTSCHULE",SERBIEN,330,STARK
1595,HOCHSCHULREIFE,DEUTSCHLAND,1500,MITTEL
1596,MITTLERE REIFE,DEUTSCHLAND,VERWEIGERT,MITTEL
1597,MITTLERE REIFE,WEISS NICHT,VERWEIGERT,SEHR STARK
1598,HOCHSCHULREIFE,DEUTSCHLAND,VERWEIGERT,MITTEL
1599,MITTLERE REIFE,DEUTSCHLAND,VERWEIGERT,WENIG
1600,FACHHOCHSCHULREIFE,DEUTSCHLAND,450,MITTEL
1601,"VOLKS-,HAUPTSCHULE",DEUTSCHLAND,VERWEIGERT,UEBERHAUPT NICHT
1602,"VOLKS-,HAUPTSCHULE",SOWJETUNION,837,MITTEL
1603,HOCHSCHULREIFE,DEUTSCHLAND,2500,STARK
1604,FACHHOCHSCHULREIFE,SOWJETUNION,250,STARK
1605,MITTLERE REIFE,DEUTSCHLAND,1400,MITTEL
1606,"VOLKS-,HAUPTSCHULE",UNGARN,650,UEBERHAUPT NICHT
1607,MITTLERE REIFE,DEUTSCHLAND,1400,MITTEL
1608,"VOLKS-,HAUPTSCHULE",DEUTSCHLAND,1400,MITTEL
1609,HOCHSCHULREIFE,ALBANIEN,261,UEBERHAUPT NICHT
1610,FACHHOCHSCHULREIFE,DEUTSCHLAND,3980,WENIG
1611,MITTLERE REIFE,DEUTSCHLAND,1600,MITTEL
1612,FACHHOCHSCHULREIFE,DEUTSCHLAND,VERWEIGERT,SEHR STARK
1613,"VOLKS-,HAUPTSCHULE",DEUTSCHLAND,800,WENIG
1614,HOCHSCHULREIFE,DEUTSCHLAND,280,MITTEL
1615,HOCHSCHULREIFE,DEUTSCHLAND,650,STARK
1616,FACHHOCHSCHULREIFE,DEUTSCHLAND,1600,MITTEL
1617,"VOLKS-,HAUPTSCHULE",DEUTSCHLAND,1400,UEBERHAUPT NICHT
1618,HOCHSCHULREIFE,DEUTSCHLAND,1700,MITTEL
1619,MITTLERE REIFE,FRUEHERE DT.OSTGEB.,1800,STARK
1620,FACHHOCHSCHULREIFE,TSCHECHOSLOWAKEI,2000,MITTEL
1621,OHNE ABSCHLUSS,JUGOSLAWIEN,830,WENIG
1622,"VOLKS-,HAUPTSCHULE",FRUEHERE DT.OSTGEB.,1800,MITTEL
1623,HOCHSCHULREIFE,SOWJETUNION,KEIN EINKOMMEN,SEHR STARK
1624,HOCHSCHULREIFE,DEUTSCHLAND,VERWEIGERT,UEBERHAUPT NICHT
1625,HOCHSCHULREIFE,FRUEHERE DT.OSTGEB.,1200,MITTEL
1626,HOCHSCHULREIFE,DEUTSCHLAND,2400,STARK
1627,MITTLERE REIFE,DEUTSCHLAND,VERWEIGERT,WENIG
1628,MITTLERE REIFE,DEUTSCHLAND,900,WENIG
1629,MITTLERE REIFE,SOWJETUNION,1250,MITTEL
1630,FACHHOCHSCHULREIFE,DEUTSCHLAND,VERWEIGERT,WENIG
1631,FACHHOCHSCHULREIFE,DEUTSCHLAND,1700,STARK
1632,"VOLKS-,HAUPTSCHULE",DEUTSCHLAND,983,WENIG
1633,"VOLKS-,HAUPTSCHULE",DEUTSCHLAND,1185,MITTEL
1634,HOCHSCHULREIFE,DEUTSCHLAND,VERWEIGERT,SEHR STARK
1635,MITTLERE REIFE,DEUTSCHLAND,1250,MITTEL
1636,MITTLERE REIFE,DEUTSCHLAND,VERWEIGERT,MITTEL
1637,HOCHSCHULREIFE,DEUTSCHLAND,1750,MITTEL
1638,HOCHSCHULREIFE,DEUTSCHLAND,1850,MITTEL
1639,MITTLERE REIFE,DEUTSCHLAND,675,STARK
1640,HOCHSCHULREIFE,DEUTSCHLAND,VERWEIGERT,STARK
1641,HOCHSCHULREIFE,DEUTSCHLAND,3800,STARK
1642,HOCHSCHULREIFE,DEUTSCHLAND,300,WENIG
1643,"VOLKS-,HAUPTSCHULE",AFGHANISTAN,1000,MITTEL
1644,HOCHSCHULREIFE,DEUTSCHLAND,1734,STARK
1645,FACHHOCHSCHULREIFE,KEINE ANGABE,460,MITTEL
1646,HOCHSCHULREIFE,DEUTSCHLAND,VERWEIGERT,WENIG
1647,"VOLKS-,HAUPTSCHULE",DEUTSCHLAND,VERWEIGERT,STARK
1648,MITTLERE REIFE,DEUTSCHLAND,2000,WENIG
1649,FACHHOCHSCHULREIFE,DEUTSCHLAND,3800,STARK
1650,HOCHSCHULREIFE,DEUTSCHLAND,800,MITTEL
1651,KEINE ANGABE,POLEN,1200,MITTEL
1652,HOCHSCHULREIFE,POLEN,2000,MITTEL
1653,MITTLERE REIFE,DEUTSCHLAND,1016,WENIG
1654,"VOLKS-,HAUPTSCHULE",FRUEHERE DT.OSTGEB.,400,WENIG
1655,"VOLKS-,HAUPTSCHULE",DEUTSCHLAND,1220,WENIG
1656,HOCHSCHULREIFE,FRUEHERE DT.OSTGEB.,VERWEIGERT,MITTEL
1657,HOCHSCHULREIFE,FRUEHERE DT.OSTGEB.,1050,STARK
1658,MITTLERE REIFE,DEUTSCHLAND,KEIN EINKOMMEN,MITTEL
1659,"VOLKS-,HAUPTSCHULE",FRUEHERE DT.OSTGEB.,VERWEIGERT,MITTEL
1660,MITTLERE REIFE,DEUTSCHLAND,1800,UEBERHAUPT NICHT
1661,HOCHSCHULREIFE,DEUTSCHLAND,1800,SEHR STARK
1662,FACHHOCHSCHULREIFE,DEUTSCHLAND,3800,SEHR STARK
1663,MITTLERE REIFE,FRUEHERE DT.OSTGEB.,4200,MITTEL
1664,HOCHSCHULREIFE,DEUTSCHLAND,1600,STARK
1665,OHNE ABSCHLUSS,DEUTSCHLAND,404,UEBERHAUPT NICHT
1666,"VOLKS-,HAUPTSCHULE",DEUTSCHLAND,VERWEIGERT,WENIG
1667,MITTLERE REIFE,DEUTSCHLAND,1350,MITTEL
1668,MITTLERE REIFE,DEUTSCHLAND,VERWEIGERT,MITTEL
1669,"VOLKS-,HAUPTSCHULE",FRUEHERE DT.OSTGEB.,720,WENIG
1670,HOCHSCHULREIFE,FRUEHERE DT.OSTGEB.,VERWEIGERT,UEBERHAUPT NICHT
1671,MITTLERE REIFE,DEUTSCHLAND,1600,UEBERHAUPT NICHT
1672,MITTLERE REIFE,DEUTSCHLAND,2000,WENIG
1673,MITTLERE REIFE,DEUTSCHLAND,890,STARK
1674,HOCHSCHULREIFE,DEUTSCHLAND,2300,MITTEL
1675,HOCHSCHULREIFE,AFGHANISTAN,800,STARK
1676,"VOLKS-,HAUPTSCHULE",DEUTSCHLAND,VERWEIGERT,MITTEL
1677,MITTLERE REIFE,DEUTSCHLAND,VERWEIGERT,MITTEL
1678,"VOLKS-,HAUPTSCHULE",DEUTSCHLAND,700,MITTEL
1679,"VOLKS-,HAUPTSCHULE",DEUTSCHLAND,750,MITTEL
1680,HOCHSCHULREIFE,FRANKREICH,2000,MITTEL
1681,MITTLERE REIFE,UNGARN,1800,UEBERHAUPT NICHT
1682,"VOLKS-,HAUPTSCHULE",DEUTSCHLAND,1200,STARK
1683,MITTLERE REIFE,FRUEHERE DT.OSTGEB.,300,WENIG
1684,MITTLERE REIFE,DEUTSCHLAND,1000,MITTEL
1685,MITTLERE REIFE,DEUTSCHLAND,KEIN EINKOMMEN,STARK
1686,MITTLERE REIFE,DEUTSCHLAND,KEIN EINKOMMEN,STARK
1687,HOCHSCHULREIFE,DEUTSCHLAND,VERWEIGERT,STARK
1688,"VOLKS-,HAUPTSCHULE",DEUTSCHLAND,532,WENIG
1689,HOCHSCHULREIFE,UKRAINE,597,UEBERHAUPT NICHT
1690,"VOLKS-,HAUPTSCHULE",DEUTSCHLAND,1600,MITTEL
1691,HOCHSCHULREIFE,VEREINIGTES KOENIGR.,VERWEIGERT,STARK
1692,"VOLKS-,HAUPTSCHULE",JUGOSLAWIEN,1800,STARK
1693,MITTLERE REIFE,DEUTSCHLAND,VERWEIGERT,WENIG
1694,"VOLKS-,HAUPTSCHULE",DEUTSCHLAND,2000,MITTEL
1695,HOCHSCHULREIFE,DEUTSCHLAND,4000,SEHR STARK
1696,MITTLERE REIFE,DEUTSCHLAND,360,SEHR STARK
1697,HOCHSCHULREIFE,DEUTSCHLAND,3500,STARK
1698,"VOLKS-,HAUPTSCHULE",DEUTSCHLAND,1100,MITTEL
1699,"VOLKS-,HAUPTSCHULE",DEUTSCHLAND,1900,SEHR STARK
1700,MITTLERE REIFE,DEUTSCHLAND,1200,MITTEL
1701,MITTLERE REIFE,DEUTSCHLAND,2300,WENIG
1702,"VOLKS-,HAUPTSCHULE",DEUTSCHLAND,1500,MITTEL
1703,"VOLKS-,HAUPTSCHULE",DEUTSCHLAND,780,WENIG
1704,MITTLERE REIFE,DEUTSCHLAND,VERWEIGERT,MITTEL
1705,MITTLERE REIFE,DEUTSCHLAND,2000,STARK
1706,"VOLKS-,HAUPTSCHULE",FRUEHERE DT.OSTGEB.,930,STARK
1707,HOCHSCHULREIFE,DEUTSCHLAND,3300,SEHR STARK
1708,"VOLKS-,HAUPTSCHULE",DEUTSCHLAND,1450,STARK
1709,MITTLERE REIFE,DEUTSCHLAND,1400,WENIG
1710,"VOLKS-,HAUPTSCHULE",DEUTSCHLAND,720,MITTEL
1711,HOCHSCHULREIFE,RUMAENIEN,1200,MITTEL
1712,MITTLERE REIFE,DEUTSCHLAND,VERWEIGERT,STARK
1713,MITTLERE REIFE,DEUTSCHLAND,1010,MITTEL
1714,"VOLKS-,HAUPTSCHULE",DEUTSCHLAND,1200,MITTEL
1715,"VOLKS-,HAUPTSCHULE",DEUTSCHLAND,VERWEIGERT,WENIG
1716,MITTLERE REIFE,DEUTSCHLAND,1100,WENIG
1717,FACHHOCHSCHULREIFE,DEUTSCHLAND,VERWEIGERT,MITTEL
1718,"VOLKS-,HAUPTSCHULE",DEUTSCHLAND,800,WENIG
1719,MITTLERE REIFE,DEUTSCHLAND,450,MITTEL
1720,FACHHOCHSCHULREIFE,DEUTSCHLAND,2500,SEHR STARK
1721,"VOLKS-,HAUPTSCHULE",DEUTSCHLAND,600,MITTEL
1722,HOCHSCHULREIFE,SOWJETUNION,840,WENIG
1723,MITTLERE REIFE,DEUTSCHLAND,1400,WENIG
1724,"VOLKS-,HAUPTSCHULE",ITALIEN,1200,WENIG
1725,FACHHOCHSCHULREIFE,DEUTSCHLAND,2600,SEHR STARK
1726,"VOLKS-,HAUPTSCHULE",JUGOSLAWIEN,1200,UEBERHAUPT NICHT
1727,MITTLERE REIFE,DEUTSCHLAND,1500,WENIG
1728,HOCHSCHULREIFE,DEUTSCHLAND,KEIN EINKOMMEN,STARK
1729,"VOLKS-,HAUPTSCHULE",DEUTSCHLAND,938,WENIG
1730,HOCHSCHULREIFE,DEUTSCHLAND,KEIN EINKOMMEN,MITTEL
1731,"VOLKS-,HAUPTSCHULE",KOSOVO,3000,SEHR STARK
1732,MITTLERE REIFE,DEUTSCHLAND,600,WENIG
1733,"VOLKS-,HAUPTSCHULE",RUMAENIEN,1000,STARK
1734,MITTLERE REIFE,DEUTSCHLAND,3200,STARK
1735,MITTLERE REIFE,DEUTSCHLAND,1100,UEBERHAUPT NICHT
1736,HOCHSCHULREIFE,DEUTSCHLAND,1370,MITTEL
1737,FACHHOCHSCHULREIFE,SERBIEN,KEIN EINKOMMEN,UEBERHAUPT NICHT
1738,HOCHSCHULREIFE,DEUTSCHLAND,VERWEIGERT,STARK
1739,FACHHOCHSCHULREIFE,DEUTSCHLAND,VERWEIGERT,STARK
1740,HOCHSCHULREIFE,DEUTSCHLAND,VERWEIGERT,STARK
1741,"VOLKS-,HAUPTSCHULE",SOWJETUNION,900,WENIG
1742,HOCHSCHULREIFE,DEUTSCHLAND,8000,STARK
1743,"VOLKS-,HAUPTSCHULE",DEUTSCHLAND,1000,WENIG
1744,"VOLKS-,HAUPTSCHULE",POLEN,1600,STARK
1745,MITTLERE REIFE,DEUTSCHLAND,1800,STARK
1746,HOCHSCHULREIFE,DEUTSCHLAND,2500,STARK
1747,"VOLKS-,HAUPTSCHULE",DEUTSCHLAND,1050,UEBERHAUPT NICHT
1748,MITTLERE REIFE,DEUTSCHLAND,726,STARK
1749,ANDERER ABSCHLUSS,ALBANIEN,2000,WENIG
1750,HOCHSCHULREIFE,DEUTSCHLAND,1100,WENIG
1751,"VOLKS-,HAUPTSCHULE",DEUTSCHLAND,600,WENIG
1752,FACHHOCHSCHULREIFE,DEUTSCHLAND,1700,STARK
1753,"VOLKS-,HAUPTSCHULE",FRUEHERE DT.OSTGEB.,400,UEBERHAUPT NICHT
1754,"VOLKS-,HAUPTSCHULE",DEUTSCHLAND,1145,WENIG
1755,HOCHSCHULREIFE,DEUTSCHLAND,2000,STARK
1756,"VOLKS-,HAUPTSCHULE",DEUTSCHLAND,1200,MITTEL
1757,HOCHSCHULREIFE,DEUTSCHLAND,400,MITTEL
1758,"VOLKS-,HAUPTSCHULE",DEUTSCHLAND,VERWEIGERT,MITTEL
1759,HOCHSCHULREIFE,DEUTSCHLAND,700,STARK
1760,HOCHSCHULREIFE,DEUTSCHLAND,VERWEIGERT,STARK
1761,FACHHOCHSCHULREIFE,DEUTSCHLAND,5000,UEBERHAUPT NICHT
1762,FACHHOCHSCHULREIFE,DEUTSCHLAND,3300,SEHR STARK
1763,"VOLKS-,HAUPTSCHULE",DEUTSCHLAND,900,WENIG
1764,HOCHSCHULREIFE,DEUTSCHLAND,2000,STARK
1765,MITTLERE REIFE,DEUTSCHLAND,1200,MITTEL
1766,FACHHOCHSCHULREIFE,DEUTSCHLAND,VERWEIGERT,MITTEL
1767,HOCHSCHULREIFE,GRIECHENLAND,VERWEIGERT,MITTEL
1768,FACHHOCHSCHULREIFE,DEUTSCHLAND,300,MITTEL
1769,OHNE ABSCHLUSS,DEUTSCHLAND,345,MITTEL
1770,FACHHOCHSCHULREIFE,FRANKREICH,2050,WENIG
1771,HOCHSCHULREIFE,DEUTSCHLAND,400,STARK
1772,HOCHSCHULREIFE,DEUTSCHLAND,1000,MITTEL
1773,MITTLERE REIFE,DEUTSCHLAND,900,STARK
1774,HOCHSCHULREIFE,DEUTSCHLAND,500,MITTEL
1775,MITTLERE REIFE,DEUTSCHLAND,1550,MITTEL
1776,HOCHSCHULREIFE,DEUTSCHLAND,564,STARK
1777,FACHHOCHSCHULREIFE,FRUEHERE DT.OSTGEB.,VERWEIGERT,STARK
1778,"VOLKS-,HAUPTSCHULE",DEUTSCHLAND,1440,MITTEL
1779,"VOLKS-,HAUPTSCHULE",DEUTSCHLAND,KEIN EINKOMMEN,MITTEL
1780,MITTLERE REIFE,JUGOSLAWIEN,1900,WENIG
1781,MITTLERE REIFE,DEUTSCHLAND,5000,MITTEL
1782,HOCHSCHULREIFE,DEUTSCHLAND,5000,STARK
1783,MITTLERE REIFE,DEUTSCHLAND,1700,MITTEL
1784,MITTLERE REIFE,FRUEHERE DT.OSTGEB.,1000,MITTEL
1785,HOCHSCHULREIFE,DEUTSCHLAND,KEIN EINKOMMEN,SEHR STARK
1786,MITTLERE REIFE,FRUEHERE DT.OSTGEB.,1800,STARK
1787,FACHHOCHSCHULREIFE,DEUTSCHLAND,1300,WENIG
1788,HOCHSCHULREIFE,DEUTSCHLAND,3400,MITTEL
1789,HOCHSCHULREIFE,FRUEHERE DT.OSTGEB.,1500,MITTEL
1790,MITTLERE REIFE,DEUTSCHLAND,1298,MITTEL
1791,MITTLERE REIFE,SOWJETUNION,1000,MITTEL
1792,FACHHOCHSCHULREIFE,DEUTSCHLAND,VERWEIGERT,STARK
1793,"VOLKS-,HAUPTSCHULE",DEUTSCHLAND,1050,MITTEL
1794,MITTLERE REIFE,DEUTSCHLAND,VERWEIGERT,WENIG
1795,MITTLERE REIFE,FRUEHERE DT.OSTGEB.,750,MITTEL
1796,MITTLERE REIFE,TUERKEI,300,MITTEL
1797,"VOLKS-,HAUPTSCHULE",DEUTSCHLAND,800,STARK
1798,OHNE ABSCHLUSS,DEUTSCHLAND,900,WENIG
1799,FACHHOCHSCHULREIFE,DEUTSCHLAND,VERWEIGERT,SEHR STARK
1800,HOCHSCHULREIFE,FRUEHERE DT.OSTGEB.,2000,STARK
1801,HOCHSCHULREIFE,DEUTSCHLAND,3000,SEHR STARK
1802,MITTLERE REIFE,DEUTSCHLAND,VERWEIGERT,MITTEL
1803,HOCHSCHULREIFE,DEUTSCHLAND,1600,WENIG
1804,MITTLERE REIFE,DEUTSCHLAND,2200,STARK
1805,"VOLKS-,HAUPTSCHULE",DEUTSCHLAND,600,WENIG
1806,"VOLKS-,HAUPTSCHULE",DEUTSCHLAND,1000,MITTEL
1807,HOCHSCHULREIFE,FRUEHERE DT.OSTGEB.,2640,MITTEL
1808,"VOLKS-,HAUPTSCHULE",DEUTSCHLAND,1100,UEBERHAUPT NICHT
1809,MITTLERE REIFE,DEUTSCHLAND,1350,MITTEL
1810,HOCHSCHULREIFE,DEUTSCHLAND,7000,SEHR STARK
1811,FACHHOCHSCHULREIFE,DEUTSCHLAND,2100,SEHR STARK
1812,HOCHSCHULREIFE,DEUTSCHLAND,5000,MITTEL
1813,HOCHSCHULREIFE,DEUTSCHLAND,4000,MITTEL
1814,"VOLKS-,HAUPTSCHULE",DEUTSCHLAND,VERWEIGERT,WENIG
1815,MITTLERE REIFE,DEUTSCHLAND,2500,MITTEL
1816,HOCHSCHULREIFE,DEUTSCHLAND,4200,MITTEL
1817,HOCHSCHULREIFE,MADAGASKAR,1200,MITTEL
1818,"VOLKS-,HAUPTSCHULE",DEUTSCHLAND,VERWEIGERT,WENIG
1819,HOCHSCHULREIFE,DEUTSCHLAND,1600,SEHR STARK
1820,"VOLKS-,HAUPTSCHULE",OESTERREICH,1200,MITTEL
1821,MITTLERE REIFE,JUGOSLAWIEN,3500,MITTEL
1822,"VOLKS-,HAUPTSCHULE",DEUTSCHLAND,2500,MITTEL
1823,MITTLERE REIFE,DEUTSCHLAND,2700,MITTEL
1824,MITTLERE REIFE,DEUTSCHLAND,982,MITTEL
